strategy,symbols,emaFast,emaSlow,minRsi,maxRsi,minVolumeFactor,maxVolumeFactor,atrStop,atrTake,trainTrades,trainNetPnl,trainPF,trainWinRate,trainMaxDD,testTrades,testNetPnl,testPF,testWinRate,testMaxDD,score,candidate
"trendPullback","ETH-USDT","30","100","42","55","1","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","1.5","1","2","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","1.5","1.2","1.8","1","0.73","N/A","100","0","2","0.4","1.41","50","0.98","13.92","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","ETH-USDT","9","21","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","1.5","1.2","1.8","2","1.25","N/A","100","0","6","0.17","1.04","50","2.89","7.85","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.88","0","0","1.88","-5.64","false"
"trendPullback","ETH-USDT","20","50","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.88","0","0","1.88","-5.64","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","1.5","1.2","1.8","3","2.1","N/A","100","0","7","1.64","1.34","57.14","2.9","13.78","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.89","0","0","1.89","-5.67","false"
"trendPullback","ETH-USDT","30","100","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.89","0","0","1.89","-5.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","1.5","1.5","2.5","1","1.19","N/A","100","0","2","1.03","1.94","50","1.1","20.36","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","9","21","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","1.5","1.5","2.5","1","-1.65","0","0","1.65","4","0.87","1.19","50","3.47","0.17","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","20","50","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","1.5","1.5","2.5","2","-0.25","0.85","50","1.65","5","3.11","1.68","60","3.47","13.8","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","30","100","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","N/A","1","1.5","2","-1.35","0.28","50","1.87","3","-2.29","0.32","33.33","2.48","-2.46","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","N/A","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","ETH-USDT","9","21","42","55","1","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","N/A","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","N/A","1","1.5","2","1","N/A","100","0","7","-1.59","0.71","42.86","3.76","-9.84","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","N/A","1","1.5","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","ETH-USDT","20","50","42","55","1","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","N/A","1","1.5","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","N/A","1","1.5","4","-0.23","0.88","75","1.87","9","0.69","1.12","55.56","3.89","3.09","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","N/A","1","1.5","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","ETH-USDT","30","100","42","55","1","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","N/A","1","1.5","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","N/A","1","2","2","-1.02","0.45","50","1.87","3","-1.79","0.47","33.33","2.48","0.89","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","N/A","1","2","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","ETH-USDT","9","21","42","55","1","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","N/A","1","2","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","N/A","1","2","2","1.42","N/A","100","0","7","0.16","1.03","42.86","3.77","6.85","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","N/A","1","2","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","ETH-USDT","20","50","42","55","1","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","N/A","1","2","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","N/A","1","2","4","0.57","1.3","75","1.87","9","3.57","1.64","55.56","3.89","26.15","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","N/A","1","2","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","ETH-USDT","30","100","42","55","1","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","N/A","1","2","0","0","N/A","0","0","2","-1.73","0","0","1.73","-5.19","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","N/A","1.2","1.8","2","-1.4","0.34","50","2.13","3","-2.48","0.36","33.33","2.88","-2.54","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","ETH-USDT","9","21","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","N/A","1.2","1.8","2","1.25","N/A","100","0","7","-1.27","0.8","42.86","4.33","-8.87","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.88","0","0","1.88","-5.64","false"
"trendPullback","ETH-USDT","20","50","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.88","0","0","1.88","-5.64","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","N/A","1.2","1.8","4","-0.03","0.99","75","2.13","9","1.63","1.26","55.56","4.5","6.31","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.89","0","0","1.89","-5.67","false"
"trendPullback","ETH-USDT","30","100","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.89","0","0","1.89","-5.67","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1","N/A","1.5","2.5","2","-1.39","0.46","50","2.57","3","-2.43","0.47","33.33","3.46","-1.32","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","9","21","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1","N/A","1.5","2.5","1","-1.65","0","0","1.65","5","-0.8","0.87","40","5.14","1.96","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","20","50","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1","N/A","1.5","2.5","3","-2.83","0.33","33.33","2.83","7","3.67","1.57","57.14","5.32","9.37","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","30","100","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1.2","N/A","1","1.5","1","-1.87","0","0","1.87","2","-1.39","0.44","50","2.48","-0.86","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","9","21","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1.2","N/A","1","1.5","2","1","N/A","100","0","5","0.14","1.04","60","3.76","6.92","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","20","50","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1.2","N/A","1","1.5","3","-0.87","0.53","66.67","1.87","7","0.44","1.09","57.14","3.88","0.55","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.83","0","0","0.83","-2.49","false"
"trendPullback","ETH-USDT","30","100","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.83","0","0","0.83","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1.2","N/A","1","2","1","-1.87","0","0","1.87","2","-0.89","0.64","50","2.48","2.14","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","9","21","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1.2","N/A","1","2","2","1.42","N/A","100","0","5","1.9","1.51","60","3.76","15.14","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","20","50","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1.2","N/A","1","2","3","-0.46","0.75","66.67","1.87","7","2.78","1.59","57.14","3.89","11.32","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1.2","N/A","1","2","0","0","N/A","0","0","1","-0.83","0","0","0.83","-2.49","false"
"trendPullback","ETH-USDT","30","100","42","55","1.2","N/A","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1.2","N/A","1","2","0","0","N/A","0","0","1","-0.83","0","0","0.83","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1.2","N/A","1.2","1.8","1","-2.13","0","0","2.13","2","-1.5","0.48","50","2.88","-1.08","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","9","21","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1.2","N/A","1.2","1.8","2","1.25","N/A","100","0","5","0.61","1.14","60","4.33","8.29","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","20","50","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1.2","N/A","1.2","1.8","3","-0.88","0.59","66.67","2.13","7","1.12","1.21","57.14","4.5","2.79","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.91","0","0","0.91","-2.73","false"
"trendPullback","ETH-USDT","30","100","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1.2","N/A","1.2","1.8","0","0","N/A","0","0","1","-0.91","0","0","0.91","-2.73","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","42","55","1.2","N/A","1.5","2.5","1","-2.57","0","0","2.57","2","-1.33","0.62","50","3.46","0.08","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","9","21","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","42","55","1.2","N/A","1.5","2.5","1","-1.65","0","0","1.65","4","0.3","1.06","50","5.14","-3.94","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","ETH-USDT","20","50","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","42","55","1.2","N/A","1.5","2.5","2","-4.22","0","0","4.22","6","1.53","1.24","50","5.31","0.15","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.01","0","0","1.01","-3.03","false"
"trendPullback","ETH-USDT","30","100","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","42","55","1.2","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.01","0","0","1.01","-3.03","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","55","0.8","1.2","1","1.5","2","-0.71","0.42","50","1.23","2","-2.94","0","0","2.04","-5.82","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","ETH-USDT","9","21","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","55","0.8","1.2","1","1.5","4","-3.46","0.08","25","3.77","8","-7.89","0.2","25","8.17","-21.55","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","20","50","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","55","0.8","1.2","1","1.5","7","-4.25","0.25","42.86","4.25","7","-2.68","0.54","42.86","4.11","-2.82","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","30","100","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","45","55","0.8","1.2","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","55","0.8","1.2","1","2","2","-0.38","0.69","50","1.23","2","-2.94","0","0","2.04","-4.47","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","55","0.8","1.2","1","2","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","ETH-USDT","9","21","45","55","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","45","55","0.8","1.2","1","2","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","55","0.8","1.2","1","2","4","-3.17","0.16","25","3.77","8","-6.88","0.31","25","8.17","-18.03","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","55","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","20","50","45","55","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","45","55","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","55","0.8","1.2","1","2","7","-3.24","0.43","42.86","3.77","7","-1.11","0.81","42.86","4.11","3.92","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","55","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","ETH-USDT","30","100","45","55","0.8","1.2","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","45","55","0.8","1.2","1","2","0","0","N/A","0","0","3","-1.38","0.2","33.33","1.73","-2.49","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","55","0.8","1.2","1.2","1.8","2","-0.67","0.52","50","1.4","2","-3.31","0","0","2.33","-6.35","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","ETH-USDT","9","21","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","1","-0.98","0","0","0.98","-2.94","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","55","0.8","1.2","1.2","1.8","3","-2.36","0.17","33.33","2.84","7","-2.88","0.59","42.86","3.63","-2.64","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","ETH-USDT","20","50","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","55","0.8","1.2","1.2","1.8","6","-2.99","0.4","50","2.99","7","0.95","1.2","57.14","2.89","3.01","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","ETH-USDT","30","100","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","45","55","0.8","1.2","1.2","1.8","0","0","N/A","0","0","3","-1.61","0.14","33.33","1.88","-3.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","55","0.8","1.2","1.5","2.5","2","-0.42","0.74","50","1.61","2","-3.94","0","0","2.84","-7.02","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","9","21","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","55","0.8","1.2","1.5","2.5","3","-4.53","0","0","4.53","5","-1.52","0.79","40","3.88","0.98","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","20","50","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","55","0.8","1.2","1.5","2.5","6","-4.64","0.35","33.33","4.64","5","3.58","1.79","60","3.46","13.35","false"
"trendPullback","BTC-USDT+ETH-USDT","30","100","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","ETH-USDT","30","100","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","30","100","45","55","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","55","0.8","1.5","1","1.5","2","-0.71","0.42","50","1.23","3","-1.85","0.37","33.33","2.04","0.06","false"
"trendPullback","BTC-USDT+ETH-USDT","9","21","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","ETH-USDT","9","21","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","9","21","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","1","-0.9","0","0","0.9","-2.7","false"
"trendPullback","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","55","0.8","1.5","1","1.5","5","-1.19","0.52","60","1.81","11","-4.03","0.59","45.45","4.31","-3.87","false"
"trendPullback","BTC-USDT+ETH-USDT","20","50","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
"trendPullback","ETH-USDT","20","50","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendPullback","BTC-USDT","20","50","45","55","0.8","1.5","1","1.5","0","0","N/A","0","0","3","-1.59","0.08","33.33","1.73","-4.11","false"
