strategy,symbols,emaFast,emaSlow,minRsi,maxRsi,minVolumeFactor,maxVolumeFactor,atrStop,atrTake,trainTrades,trainNetPnl,trainPF,trainWinRate,trainMaxDD,testTrades,testNetPnl,testPF,testWinRate,testMaxDD,score,candidate
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.2","1.2","1.8","0","0","N/A","0","0","1","-1.83","0","0","1.83","-5.49","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.2","1.2","1.8","1","-0.93","0","0","0.93","3","-1.6","0.14","33.33","1.87","-3.67","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","0.8","1.2","1.5","2.5","6","-2.72","0.49","33.33","3.91","6","-4.01","0.57","33.33","6.38","-6.25","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","ETH-USDT","9","21","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","0.8","1.2","1.5","2.5","5","-3.21","0.29","40","3.56","9","-11.45","0.34","22.22","9.32","-27.37","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","2","-3.27","0","0","2.17","-8.71","false"
"trendMomentum","ETH-USDT","20","50","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-2.17","0","0","2.17","-6.51","false"
"trendMomentum","BTC-USDT","20","50","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","0.8","1.2","1.5","2.5","12","-4.73","0.58","41.67","5.61","9","-6.74","0.55","33.33","6.51","-11.59","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","0.8","1.2","1.5","2.5","1","-1.04","0","0","1.04","2","-3.27","0","0","2.17","-8.71","false"
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.2","1.5","2.5","0","0","N/A","0","0","1","-2.17","0","0","2.17","-6.51","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.2","1.5","2.5","1","-1.04","0","0","1.04","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","0.8","1.5","1","1.5","7","-5.86","0.08","14.29","6.38","9","-1.77","0.76","44.44","3.53","0.93","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","ETH-USDT","9","21","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","0.8","1.5","1","1.5","10","-1.29","0.74","60","3.49","23","-8.1","0.62","43.48","9.3","-15.6","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","5","-4.08","0.03","20","2.61","-10.47","false"
"trendMomentum","ETH-USDT","20","50","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","1","-1.61","0","0","1.61","-4.83","false"
"trendMomentum","BTC-USDT","20","50","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","4","-2.47","0.05","25","2.61","-7.05","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","0.8","1.5","1","1.5","19","-8.68","0.35","42.11","8.5","22","-3.03","0.83","50","7.14","-3.15","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","0.8","1.5","1","1.5","1","-0.85","0","0","0.85","5","-4.08","0.03","20","2.61","-10.47","false"
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.5","1","1.5","0","0","N/A","0","0","1","-1.61","0","0","1.61","-4.83","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.5","1","1.5","1","-0.85","0","0","0.85","4","-2.47","0.05","25","2.61","-7.05","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","0.8","1.5","1","2","7","-5.53","0.13","14.29","6.38","9","0.69","1.09","44.44","2.53","0.4","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","0.8","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","ETH-USDT","9","21","45","58","0.8","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","0.8","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","0.8","1.5","1","2","8","1.1","1.28","62.5","2.75","21","-9.93","0.57","33.33","7.7","-25.46","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","0.8","1.5","1","2","0","0","N/A","0","0","5","-3.87","0.08","20","2.61","-9.55","false"
"trendMomentum","ETH-USDT","20","50","45","58","0.8","1.5","1","2","0","0","N/A","0","0","1","-1.61","0","0","1.61","-4.83","false"
"trendMomentum","BTC-USDT","20","50","45","58","0.8","1.5","1","2","0","0","N/A","0","0","4","-2.26","0.13","25","2.61","-5.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","0.8","1.5","1","2","17","-5.6","0.55","41.18","6.45","20","-4.34","0.78","40","7.14","-5.27","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","0.8","1.5","1","2","1","-0.85","0","0","0.85","5","-3.87","0.08","20","2.61","-9.55","false"
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.5","1","2","0","0","N/A","0","0","1","-1.61","0","0","1.61","-4.83","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.5","1","2","1","-0.85","0","0","0.85","4","-2.26","0.13","25","2.61","-5.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","0.8","1.5","1.2","1.8","7","-4.12","0.28","28.57","4.85","9","-1.35","0.84","44.44","3.78","3.32","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendMomentum","ETH-USDT","9","21","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","0.8","1.5","1.2","1.8","7","1.32","1.45","71.43","1.99","19","-10.44","0.53","36.84","8.26","-26.59","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","5","-4.4","0.06","20","2.84","-11.04","false"
"trendMomentum","ETH-USDT","20","50","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","1","-1.83","0","0","1.83","-5.49","false"
"trendMomentum","BTC-USDT","20","50","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","4","-2.57","0.1","25","2.84","-6.98","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","0.8","1.5","1.2","1.8","15","-5.42","0.51","46.67","5.47","19","-6.87","0.66","42.11","8.29","-12.88","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","0.8","1.5","1.2","1.8","1","-0.93","0","0","0.93","5","-4.41","0.06","20","2.85","-11.07","false"
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.5","1.2","1.8","0","0","N/A","0","0","1","-1.83","0","0","1.83","-5.49","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.5","1.2","1.8","1","-0.93","0","0","0.93","4","-2.58","0.09","25","2.85","-7.11","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","0.8","1.5","1.5","2.5","7","-3.81","0.4","28.57","5","6","-3.8","0.6","33.33","6.17","-5.77","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","ETH-USDT","9","21","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","0.8","1.5","1.5","2.5","6","-0.25","0.94","50","3.55","10","-8.17","0.53","30","6.49","-12.83","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","2","-3.27","0","0","2.17","-8.71","false"
"trendMomentum","ETH-USDT","20","50","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-2.17","0","0","2.17","-6.51","false"
"trendMomentum","BTC-USDT","20","50","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","0.8","1.5","1.5","2.5","13","-6.05","0.53","38.46","7.13","10","-3.44","0.77","40","6.53","-3.06","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","0.8","1.5","1.5","2.5","1","-1.04","0","0","1.04","2","-3.27","0","0","2.17","-8.71","false"
"trendMomentum","ETH-USDT","30","100","45","58","0.8","1.5","1.5","2.5","0","0","N/A","0","0","1","-2.17","0","0","2.17","-6.51","false"
"trendMomentum","BTC-USDT","30","100","45","58","0.8","1.5","1.5","2.5","1","-1.04","0","0","1.04","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","1.5","1","1.5","3","-1.07","0.33","33.33","1.59","6","0.24","1.06","50","1.99","0.74","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","1.5","1","1.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","1.5","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","1.5","1","1.5","5","3.29","N/A","100","0","13","-4.06","0.64","38.46","3.78","-15.5","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","1.5","1","1.5","0","0","N/A","0","0","4","-3.75","0","0","2.61","-10.11","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","1.5","1","1.5","0","0","N/A","0","0","1","-1.14","0","0","1.14","-3.42","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","1.5","1","1.5","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","1.5","1","1.5","9","0.4","1.11","66.67","2.45","14","-0.26","0.97","50","2.61","2.12","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","1.5","1","1.5","0","0","N/A","0","0","5","-2.91","0.22","20","2.61","-6.23","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","1.5","1","1.5","0","0","N/A","0","0","2","-0.3","0.74","50","1.14","5.66","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","1.5","1","1.5","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","1.5","1","2","3","-0.74","0.53","33.33","1.59","6","2.01","1.53","50","1.99","9.98","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","1.5","1","2","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","1.5","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","1.5","1","2","5","4.97","N/A","100","0","13","-4.72","0.64","30.77","3.78","-16.82","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","1.5","1","2","0","0","N/A","0","0","4","-3.75","0","0","2.61","-10.11","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","1.5","1","2","0","0","N/A","0","0","1","-1.14","0","0","1.14","-3.42","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","1.5","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","1.5","1","2","9","2.46","1.7","66.67","1.73","14","0.09","1.01","42.86","3.02","15.76","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","1.5","1","2","0","0","N/A","0","0","5","-2.46","0.34","20","2.61","-4.13","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","1.5","1","2","0","0","N/A","0","0","2","0.15","1.13","50","1.14","10.46","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","1.5","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","1.5","1.2","1.8","3","-0.94","0.44","33.33","1.67","6","0.81","1.19","50","2.28","3.44","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","1.5","1.2","1.8","5","4.26","N/A","100","0","13","-7.45","0.49","30.77","4.32","-24.32","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","4","-4.11","0","0","2.84","-11.06","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","1","-1.27","0","0","1.27","-3.81","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","3","-2.84","0","0","2.84","-8.52","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","1.5","1.2","1.8","9","1.16","1.29","66.67","2.45","14","-2.81","0.78","42.86","3.94","-5.31","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","5","-3.01","0.27","20","2.85","-6.17","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","2","-0.16","0.87","50","1.27","7.11","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","1.5","1.2","1.8","0","0","N/A","0","0","3","-2.85","0","0","2.85","-8.55","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","1.5","1.5","2.5","3","-0.61","0.66","33.33","1.8","4","1.77","1.46","50","2.75","8.69","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","0","0","N/A","0","0","0","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","1.5","1.5","2.5","5","1.37","1.47","60","1.94","10","-6.33","0.58","30","5.16","-14.67","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","2","-2.56","0","0","1.46","-6.58","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.46","0","0","1.46","-4.38","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","1.5","1.5","2.5","7","1.24","1.28","57.14","3.47","10","-2.01","0.85","40","4.06","-3.18","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","2","-2.9","0","0","1.8","-7.6","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.8","0","0","1.8","-5.4","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","1.5","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1","1.5","9","-7.83","0.13","22.22","7.83","9","-1.57","0.79","44.44","2.48","2.93","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1","1.5","0","0","N/A","0","0","3","-2.89","0","0","1.78","-7.56","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","N/A","1","1.5","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1","1.5","10","-1.31","0.75","60","3.89","17","-3.98","0.72","41.18","4.14","-1.15","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1","1.5","0","0","N/A","0","0","4","-3.75","0","0","2.61","-10.11","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","N/A","1","1.5","0","0","N/A","0","0","1","-1.14","0","0","1.14","-3.42","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","N/A","1","1.5","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1","1.5","14","-6.88","0.38","42.86","7.19","18","6.02","1.65","61.11","3","17.44","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1","1.5","0","0","N/A","0","0","5","-2.91","0.22","20","2.61","-6.23","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","N/A","1","1.5","0","0","N/A","0","0","2","-0.3","0.74","50","1.14","5.66","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","N/A","1","1.5","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1","2","9","-7.11","0.21","22.22","7.11","9","0.95","1.13","44.44","2.48","1.77","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1","2","0","0","N/A","0","0","3","-2.89","0","0","1.78","-7.56","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","N/A","1","2","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","N/A","1","2","0","0","N/A","0","0","2","-1.78","0","0","1.78","-5.34","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1","2","10","0.76","1.14","60","2.9","16","-1.79","0.88","37.5","4.32","-3.4","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","4","-3.75","0","0","2.61","-10.11","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","1","-1.14","0","0","1.14","-3.42","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","N/A","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1","2","14","-4.71","0.58","42.86","5.02","17","5.98","1.52","52.94","3.16","16.9","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","5","-2.46","0.34","20","2.61","-4.13","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","2","0.15","1.13","50","1.14","10.46","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","N/A","1","2","0","0","N/A","0","0","3","-2.61","0","0","2.61","-7.83","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1.2","1.8","9","-8.45","0.16","22.22","8.45","9","-1.08","0.87","44.44","2.89","4.45","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-3.18","0","0","1.94","-8.3","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.24","0","0","1.24","-3.72","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-1.94","0","0","1.94","-5.82","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1.2","1.8","10","-0.76","0.87","60","3.97","16","-5.16","0.68","37.5","5.37","-4.54","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","4","-4.11","0","0","2.84","-11.06","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","1","-1.27","0","0","1.27","-3.81","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-2.84","0","0","2.84","-8.52","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1.2","1.8","14","-4.15","0.62","50","5.72","17","2.31","1.18","52.94","4.13","5.39","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","5","-3.01","0.27","20","2.85","-6.17","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","2","-0.16","0.87","50","1.27","7.11","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","N/A","1.2","1.8","0","0","N/A","0","0","3","-2.85","0","0","2.85","-8.55","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1","N/A","1.5","2.5","8","-7.54","0.24","25","8.2","7","0.17","1.02","42.86","3.46","-1.72","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.53","0","0","1.43","-6.49","false"
"trendMomentum","ETH-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.43","0","0","1.43","-4.29","false"
"trendMomentum","BTC-USDT","9","21","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1","N/A","1.5","2.5","9","-3.28","0.62","44.44","6.58","13","-9.19","0.54","30.77","8.66","-18.54","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.56","0","0","1.46","-6.58","false"
"trendMomentum","ETH-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.46","0","0","1.46","-4.38","false"
"trendMomentum","BTC-USDT","20","50","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1","N/A","1.5","2.5","13","-4.21","0.68","46.15","6.84","13","-0.98","0.94","46.15","7.19","3.65","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","2","-2.9","0","0","1.8","-7.6","false"
"trendMomentum","ETH-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.8","0","0","1.8","-5.4","false"
"trendMomentum","BTC-USDT","30","100","45","58","1","N/A","1.5","2.5","0","0","N/A","0","0","1","-1.1","0","0","1.1","-3.3","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1","1.5","8","-8.14","0.08","12.5","8.14","5","-1.6","0.64","40","2.48","1.12","false"
"trendMomentum","BTC-USDT+ETH-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendMomentum","ETH-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendMomentum","BTC-USDT","9","21","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","20","50","45","58","1.2","N/A","1","1.5","8","-2.01","0.62","50","4.59","12","-3.57","0.66","41.67","6.61","-4.05","false"
"trendMomentum","BTC-USDT+ETH-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-2","0","0","1.11","-5.11","false"
"trendMomentum","ETH-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-1.11","0","0","1.11","-3.33","false"
"trendMomentum","BTC-USDT","20","50","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","1","-0.89","0","0","0.89","-2.67","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","30","100","45","58","1.2","N/A","1","1.5","12","-7.9","0.29","33.33","8.21","14","2.43","1.29","57.14","5.49","3.72","false"
"trendMomentum","BTC-USDT+ETH-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","4","-1.99","0.3","25","1.72","-2.7","false"
"trendMomentum","ETH-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-0.27","0.76","50","1.11","5.95","false"
"trendMomentum","BTC-USDT","30","100","45","58","1.2","N/A","1","1.5","0","0","N/A","0","0","2","-1.72","0","0","1.72","-5.16","false"
"trendMomentum","BTC-USDT+ETH-USDT+SOL-USDT","9","21","45","58","1.2","N/A","1","2","8","-7.73","0.12","12.5","7.73","5","-0.35","0.92","40","2.48","6.62","false"
